Lat,Lon
40.7317,-74.0059
41.2981,-72.9265
40.5871,-74.6189
41.0532,-73.541
40.6535,-73.5751
41.0737,-73.8593
40.8233,-74.3054
41.1652,-73.2598

Time,0.020000219345092773
Total Cost,205.69168259635362
