Lat,Lon
40.7566,-73.9898
40.7364,-74.0066
40.7901,-73.9769
40.7339,-73.9812
40.7281,-74.0054
40.756,-73.9931
40.7594,-73.9676
40.7395,-74.0422

Time,0.029911518096923828
Total Cost,123.36099081284974
