Lat,Lon
40.7626,-73.9785
41.2981,-72.9265
40.5871,-74.6189
41.0532,-73.541
40.6535,-73.5751
40.8233,-74.3054

Time,0.011999845504760742
Total Cost,213.83506368418594
