Lat,Lon
40.7768,-73.9632
40.6419,-73.9736
40.7199,-73.9566
40.7445,-73.9908
40.7794,-73.9537
40.7916,-73.9783

Time,0.029748916625976562
Total Cost,136.76959535498858
