passenger_start_datetime,ride_match_datetime,driver_to_passenger,passenger_to_dest,match_runtime_sec
2014-04-25 00:00:00,2014-04-25 00:14:00,0.3265466276014792,0.6308424875713764,0.2231130599975586
2014-04-25 00:07:00,2014-04-25 00:21:00,0.4769362153635822,0.026842879452543177,0.07026791572570801
2014-04-25 00:08:00,2014-04-25 00:31:00,0.18500663113753638,0.038935118372261934,0.036531925201416016
2014-04-25 00:10:00,2014-04-25 00:37:00,0.048675910054370386,0.01135066721968442,0.029855012893676758
2014-04-25 00:14:00,2014-04-25 00:40:36.095678,0.015035455844804884,0.022898045808437673,0.029227018356323242
2014-04-25 00:20:00,2014-04-25 00:42:52.656284,0.03469089152501127,0.0662059952877578,0.029109954833984375
2014-04-25 00:20:00,2014-04-25 00:44:00,0.04707676909428569,0.09409747265645513,0.028853893280029297
2014-04-25 00:23:00,2014-04-25 00:44:26.190298,0.1642529677541488,0.15958780935120176,0.03410983085632324
2014-04-25 00:24:00,2014-04-25 00:48:55.885077,0.06614085389045088,0.11504725400797178,0.028235912322998047
2014-04-25 00:25:00,2014-04-25 00:49:00,0.029853076142002027,0.01953757754132954,0.025116920471191406
2014-04-25 00:29:00,2014-04-25 00:51:13.604741,0.15150146926164318,0.11259883166997255,0.036431074142456055
2014-04-25 00:30:00,2014-04-25 00:51:57.806353,0.1443723436522506,0,0.027506113052368164
2014-04-25 00:30:00,2014-04-25 00:52:28.227270,0.11849632420885821,0.11517718421902232,0.029521942138671875
2014-04-25 00:32:00,2014-04-25 00:59:48.162265,0.01079181793720361,0.09705393136156316,0.029996871948242188
2014-04-25 00:33:00,2014-04-25 01:00:37.546790,0.02503094819231045,0.6456266590769175,0.09273195266723633
2014-04-25 00:35:00,2014-04-25 01:01:00,0.1416144913176075,0.1649370124099473,0.035370826721191406
2014-04-25 00:37:00,2014-04-25 01:03:52.017096,0.18769257596930727,0.10759875094938909,0.03638315200805664
2014-04-25 00:45:00,2014-04-25 01:06:16.406962,0.15070293992575978,0.02583372153632994,0.02992105484008789
2014-04-25 00:47:00,2014-04-25 01:06:29.451900,0.05679020962071883,0.061517861136822144,0.025461912155151367
2014-04-25 00:48:00,2014-04-25 01:07:04.365824,0.08984453279815387,0.11582141560072384,0.03185915946960449
2014-04-25 00:50:00,2014-04-25 01:10:00,0.14843054424745464,0.13162857576388515,0.02964496612548828
2014-04-25 00:51:00,2014-04-25 01:11:26.600815,0.1304891825213176,0.1631891525977643,0.03538012504577637
2014-04-25 00:54:00,2014-04-25 01:13:35.360955,0,0.31623130103926117,0.04195404052734375
2014-04-25 00:55:00,2014-04-25 01:16:51.938943,0.14911056476260767,0.10264669937452087,0.03256797790527344
