passenger_start_datetime,ride_match_datetime,driver_to_passenger,passenger_to_dest,match_runtime_sec
2014-04-25 00:00:00,2014-04-25 00:14:00,0.3265466276014792,0.6308424875713764,0.24810004234313965
2014-04-25 00:07:00,2014-04-25 00:21:00,0.4769362153635822,0.026842879452543177,0.09427714347839355
2014-04-25 00:08:00,2014-04-25 00:31:00,0.18500663113753638,0.038935118372261934,0.04836392402648926
2014-04-25 00:10:00,2014-04-25 00:37:00,0.048675910054370386,0.01135066721968442,0.03876805305480957
2014-04-25 00:14:00,2014-04-25 00:40:36.095678,0.015035455844804884,0.022898045808437673,0.033895015716552734
2014-04-25 00:20:00,2014-04-25 00:42:52.656284,0.03469089152501127,0.0662059952877578,0.03587698936462402
2014-04-25 00:20:00,2014-04-25 00:44:00,0.04707676909428569,0.09409747265645513,0.04395484924316406
2014-04-25 00:23:00,2014-04-25 00:44:26.190298,0.1642529677541488,0.15958780935120176,0.055461883544921875
2014-04-25 00:24:00,2014-04-25 00:48:55.885077,0.06614085389045088,0.11504725400797178,0.04276299476623535
2014-04-25 00:25:00,2014-04-25 00:49:00,0.029853076142002027,0.01953757754132954,0.037220001220703125
2014-04-25 00:29:00,2014-04-25 00:51:13.604741,0.15150146926164318,0.11259883166997255,0.0460820198059082
2014-04-25 00:30:00,2014-04-25 00:51:57.806353,0.1443723436522506,0,0.03342008590698242
2014-04-25 00:30:00,2014-04-25 00:52:28.227270,0.11849632420885821,0.11517718421902232,0.03630995750427246
2014-04-25 00:32:00,2014-04-25 00:59:48.162265,0.01079181793720361,0.09705393136156316,0.029972076416015625
2014-04-25 00:33:00,2014-04-25 01:00:37.546790,0.026842879452543177,0.6615780306228,0.10794591903686523
2014-04-25 00:35:00,2014-04-25 01:01:00,0.14919834471094284,0.17092137448093014,0.04045915603637695
2014-04-25 00:37:00,2014-04-25 01:03:52.017096,0.19525530666300167,0.11259883166997255,0.041651010513305664
2014-04-25 00:45:00,2014-04-25 01:06:16.406962,0.1557261879669675,0.028781920059732638,0.03279304504394531
2014-04-25 00:47:00,2014-04-25 01:06:29.451900,0.060419175205022616,0.06560180831649122,0.03755307197570801
2014-04-25 00:48:00,2014-04-25 01:07:04.365824,0.09322289949424317,0.1235679471859571,0.042294979095458984
2014-04-25 00:50:00,2014-04-25 01:10:00,0.15739397718262624,0.1374728832627656,0.04305291175842285
2014-04-25 00:51:00,2014-04-25 01:11:26.600815,0.1361611543266458,0.1685071424412712,0.04958391189575195
2014-04-25 00:54:00,2014-04-25 01:14:03.127441,0,0.3336395660897249,0.0293581485748291
2014-04-25 00:55:00,2014-04-25 01:17:20.636151,0.15668513950814952,0.11007179784234528,0.4338688850402832
2014-04-25 00:57:00,2014-04-25 01:20:04.812872,0.2764678699302251,0.1955940195904326,0.16632699966430664
2014-04-25 00:57:00,2014-04-25 01:20:12.430989,0.16149284460393734,0.1861511287785853,0.051774024963378906
2014-04-25 00:58:00,2014-04-25 01:22:20.291994,0.036272941421609355,0.5831555173322486,0.09818100929260254
2014-04-25 00:58:00,2014-04-25 01:27:41.520698,0.04385201398119043,0,0.030340909957885742
2014-04-25 01:00:00,2014-04-25 01:29:43.406683,0.15639233185590493,0.008657192765732936,0.03592109680175781
2014-04-25 01:00:00,2014-04-25 01:30:19.387948,0.024021643582215906,0.5201056910809967,0.09006905555725098
2014-04-25 01:05:00,2014-04-25 01:33:20.961125,0.16388407177502778,0.17449094696889295,0.04585003852844238
2014-04-25 01:07:00,2014-04-25 01:34:04.229879,0.3378958340019697,0.021047405565128643,0.05523180961608887
2014-04-25 01:09:00,2014-04-25 01:39:37.584972,0.10759875094938909,0.14626683632147483,0.047505855560302734
2014-04-25 01:12:00,2014-04-25 01:41:55.862066,0.8202546570613141,0.1369348042547404,0.11201000213623047
2014-04-25 01:14:00,2014-04-25 01:48:24.235674,0.11875488831325759,0.3705564984918513,0.08163213729858398
2014-04-25 01:16:00,2014-04-25 01:50:00,0.019672316949846228,0.014040488336263724,0.03471803665161133
2014-04-25 01:16:00,2014-04-25 01:52:01.366099,0.03464129873976281,0.17000032819866934,0.03823494911193848
2014-04-25 01:20:00,2014-04-25 01:54:51.501086,0.14808515311623768,0.24471350242451756,0.037267208099365234
2014-04-25 01:20:00,2014-04-25 02:00:00,0.019228992590295577,0.10674834893719523,0.03361105918884277
2014-04-25 01:23:00,2014-04-25 02:02:58.246353,0.5486962178246856,0.03331055403840196,0.09507203102111816
2014-04-25 01:27:00,2014-04-25 02:04:18.075956,0.1293799576390309,0.08015352617326502,0.034594058990478516
2014-04-25 01:29:00,2014-04-25 02:07:33.518429,0.1029005294594586,0.11711458194850266,0.03372502326965332
2014-04-25 01:32:00,2014-04-25 02:16:52.396498,0.05043466271781037,0.1401863824858613,0.03820300102233887
2014-04-25 01:33:00,2014-04-25 02:17:45.756666,0.6043245594202024,0.08777098799296053,0.09860610961914062
2014-04-25 01:36:00,2014-04-25 02:18:25.576246,0.24909214556437273,0.1633617489799244,0.045868873596191406
2014-04-25 01:38:00,2014-04-25 02:20:45.572830,0.5560348617936508,0.5383136767866746,0.10024094581604004
2014-04-25 01:39:00,2014-04-25 02:28:18.632261,0.00791851130617391,0.007529693065237617,0.02976202964782715
2014-04-25 01:39:00,2014-04-25 02:29:14.245797,0.007815635505020523,0.08786465369214545,0.03448605537414551
2014-04-25 01:44:00,2014-04-25 02:34:00,0.060209018374924435,0.06979441118484477,0.047384023666381836
2014-04-25 01:47:00,2014-04-25 02:34:00,0.08799916029577415,0.5332700631130444,0.07363605499267578
2014-04-25 01:52:00,2014-04-25 02:34:58.694838,0.02630662077600763,0.019754020237835707,0.03049015998840332
2014-04-25 02:00:00,2014-04-25 02:37:44.513146,0.025475115900662253,0.10107715679854937,0.035095930099487305
2014-04-25 02:08:00,2014-04-25 02:39:21.744127,0.17029941827897735,0.019110560543516446,0.03904008865356445
2014-04-25 02:11:00,2014-04-25 02:41:48.012346,0.049226476288947614,0.08316650411456271,0.036170005798339844
2014-04-25 02:17:00,2014-04-25 02:43:10.410266,0.07643739461884629,0.10039759295696171,0.028110027313232422
2014-04-25 02:19:00,2014-04-25 02:45:20.101328,0.17075245282620582,0.17340469234691597,0.040287017822265625
2014-04-25 02:21:00,2014-04-25 02:49:44.627075,0.15816559669790364,0.2560347134841685,0.049551963806152344
2014-04-25 02:30:00,2014-04-25 02:50:43.620051,0.1455246161870282,0.017205656502614342,0.02959418296813965
2014-04-25 02:36:00,2014-04-25 02:53:47.016221,0.11327469885333767,0.11587083256136643,0.028822898864746094
2014-04-25 02:37:00,2014-04-25 02:59:17.300637,0.046713139944601155,0.16086086208659406,0.03330111503601074
2014-04-25 02:41:00,2014-04-25 03:02:00,0.15069716030466557,0.16954347524157554,0.034668922424316406
2014-04-25 02:43:00,2014-04-25 03:05:59.067051,0.16340436291321556,0.17081379515018133,0.03629589080810547
2014-04-25 02:44:00,2014-04-25 03:07:31.940134,0.008844742372251977,0.07855049841175821,0.037203073501586914
2014-04-25 02:47:00,2014-04-25 03:11:16.569204,0.6113439738699407,0.09399040465314303,0.11157608032226562
2014-04-25 02:50:00,2014-04-25 03:11:44.567044,0.5172927702579309,0.5639608201555817,0.10790085792541504
2014-04-25 02:51:00,2014-04-25 03:12:46.563001,0.13823094029246302,0.06853832659808216,0.03120899200439453
2014-04-25 02:55:00,2014-04-25 03:14:35.748192,0.022250501318072012,0.14143679330660353,0.04095196723937988
2014-04-25 02:59:00,2014-04-25 03:21:12.866288,0.01714068077887664,0.1628613083270716,0.0370180606842041
2014-04-25 03:06:00,2014-04-25 03:22:00,0.19136908607302813,0.09074845365483226,0.03929901123046875
2014-04-25 03:09:00,2014-04-25 03:24:25.022453,0.029727636692903375,0.5844361030558357,0.09238314628601074
2014-04-25 03:15:00,2014-04-25 03:26:02.252420,0.03175958858643231,0.5373738909410148,0.07404494285583496
2014-04-25 03:17:00,2014-04-25 03:26:25.227569,0.5161475311537909,0.40150881297984237,0.11625123023986816
2014-04-25 03:20:00,2014-04-25 03:32:00.873449,0.14778147525870838,0.14704310012967137,0.03789496421813965
2014-04-25 03:24:00,2014-04-25 03:38:55.623143,0.14167172961608018,0.07426461089962652,0.030472993850708008
2014-04-25 03:28:00,2014-04-25 03:39:00,0.019002990572915303,0.09166871861735189,0.040815114974975586
2014-04-25 03:29:00,2014-04-25 03:45:38.418153,0.07891715394935828,0.02730370036879435,0.030134916305541992
2014-04-25 03:30:00,2014-04-25 03:49:42.241920,0.15319808938947355,0.22312069393117695,0.047744035720825195
2014-04-25 03:37:00,2014-04-25 03:51:52.993969,0.09578919059973458,0.18374597378950816,0.037078142166137695
2014-04-25 03:47:00,2014-04-25 03:52:00.813229,0.2663511778516632,0.18558234752021907,0.04734611511230469
2014-04-25 03:55:00,2014-04-25 03:55:00,0.5894231881274575,0.5167160050162379,0.11577296257019043
2014-04-25 03:56:00,2014-04-25 04:00:11.132946,0.5855887946410118,0.6299315035987988,0.13520193099975586
2014-04-25 03:56:00,2014-04-25 04:01:16.011916,0,0.6798950174399919,0.06380987167358398
2014-04-25 03:57:00,2014-04-25 04:05:00,0.11053916615852724,0.2036896552023998,0.033236026763916016
2014-04-25 04:00:00,2014-04-25 04:08:39.320561,0.212156077330862,0.08865825903777161,0.03980302810668945
2014-04-25 04:00:00,2014-04-25 04:12:16.989540,0.1610416074537464,0.04140459814646965,0.03961896896362305
2014-04-25 04:03:00,2014-04-25 04:16:37.079969,0.035751227602374536,0.041066187185535945,0.02626180648803711
2014-04-25 04:05:00,2014-04-25 04:19:07.773920,0.04397561106614723,0.11242113310071013,0.03242993354797363
2014-04-25 04:06:00,2014-04-25 04:21:13.622662,0.042093494966772685,0.05984954189383346,0.0338740348815918
2014-04-25 04:10:00,2014-04-25 04:21:28.790408,0.02005262296076141,0.1579924446418559,0.03357291221618652
2014-04-25 04:16:00,2014-04-25 04:23:51.223757,0.2165555771123517,0.019845465198017966,0.04073381423950195
2014-04-25 04:19:00,2014-04-25 04:24:25.795880,0.11962704928835714,0.15098688581059652,0.04301881790161133
2014-04-25 04:19:00,2014-04-25 04:25:00,0.10704844673377381,0.05405671229591191,0.03411984443664551
2014-04-25 04:20:00,2014-04-25 04:26:42.252172,0.1512187412780413,0.07145268428026452,0.03863811492919922
2014-04-25 04:24:00,2014-04-25 04:27:20.617595,0.05344038106915148,0.008015879591603315,0.032013893127441406
2014-04-25 04:29:00,2014-04-25 04:29:00,0.2802470253162405,0.25981231041215647,0.05511116981506348
2014-04-25 04:31:00,2014-04-25 04:31:01.860133,0.25570071750183554,0.18569194930618185,0.053633928298950195
2014-04-25 04:34:00,2014-04-25 04:34:00,0.5829957730485323,0.494693161015163,0.1205599308013916
2014-04-25 04:36:00,2014-04-25 04:36:00,0.18805606114481868,0.17100427111254546,0.03590202331542969
2014-04-25 04:37:00,2014-04-25 04:38:02.267509,0.1422527423371043,0.16862752880942208,0.04296612739562988
2014-04-25 04:38:00,2014-04-25 04:40:03.869304,0.00811718417033061,0.05195975516845209,0.031033039093017578
2014-04-25 04:40:00,2014-04-25 04:40:40.006046,0.02809160054547515,0.5089382858151797,0.08251595497131348
2014-04-25 04:45:00,2014-04-25 04:45:00,0.12353776028101617,0.13993632168162357,0.08478403091430664
2014-04-25 04:46:00,2014-04-25 04:46:00,0.22733075204926767,0.12102207545579044,0.05006098747253418
2014-04-25 04:49:00,2014-04-25 04:56:41.436485,0.09184959879046946,0.12434514200555953,0.04111123085021973
2014-04-25 04:57:00,2014-04-25 04:57:30.873734,0.1211478783516678,0.11962704928835714,0.03920292854309082
2014-04-25 05:00:00,2014-04-25 05:00:00,0.11749052369412116,0.11723182503151616,0.03946208953857422
