total_passenger_time
4286.848914664623
2653.6990184815295
2186.2386621593
1836.1344462396517
1732.6901789673893
1735.9209535153332
1948.2712251519097
2452.072557462807
2148.205028429087
1617.843573261214
2284.411906373622
1837.5802102340094
2189.488210297874
2056.4369345519763
4135.9700121902715
2712.471448246779
2720.33364500922
1940.6689439411643
1623.1649937494253
1924.8551670278162
2261.563750515169
2323.456267276397
2404.2592370715847
2301.3949943468215
3084.402001274032
2644.0010672020453
3690.332626523181
1939.4182892422434
2377.620892734698
3778.3364218431225
2919.157042516643
2916.48077325117
2751.54859203067
5241.8561367399325
3825.83829863569
2161.4008170666475
2898.114190927468
3505.613513154818
2853.5520405581556
4493.565803738136
2992.431091783256
3105.60655509193
3378.67046373424
5177.399242797006
4030.4561352330657
6505.327809834987
3014.2755587667293
3358.7293241651714
3468.0597304388352
5056.642840326739
2744.5436358098245
2720.136423647261
2563.659090849631
2324.6632454584355
2207.0443313002215
2819.1073376410604
3215.797743619266
1829.4786268656812
1891.9689569917991
2084.6003454273387
2412.900956888892
2582.288715919037
1726.6002038959382
3995.8845427634233
5197.187870346571
2050.963570797967
1765.0634046160712
1980.910466842098
1975.6624420315277
3136.1042992417465
2711.2069912416655
3868.906659111319
1782.2798153623849
1673.0244418503944
1058.4589681999364
1380.8433634616547
2537.0372839900624
1899.3576389434397
1927.821266453888
3982.216868279874
4627.141221594317
2763.697788655644
1611.256992926101
1602.2919749551877
1465.8354991297413
1093.6489240429655
1410.8346289342344
1280.6514687330632
1329.7862242816386
1322.3082431315702
1300.0490651741347
940.0126923513052
1203.90794212483
421.8921472718444
1944.268719792044
1590.9273674371611
3879.800722560105
1292.6530981498258
1181.4794512548904
340.17731865871036
1973.3961528533287
948.5914790964168
1254.1202400056814
1239.7786630965543
897.7026764326328
845.0399175018324
1627.4735693368043
317.4350705331237
1470.5959747333927
1198.0693251155817
868.1994566601736
670.6524570182328
999.6771474646855
2415.059722787404
2722.725241155726
941.1138400298717
880.518563077479
1335.3592765734518
1575.394421529436
4218.710725274261
1377.8730869444273
1421.3264688870215
1694.9429406186264
3892.072360878387
1257.5416487318676
1201.0384166563485
4173.068533966657
1044.2357975768216
2576.818039001078
1786.1639117109921
1229.6156760094332
2529.5977173606534
2479.74031168136
3099.0524822475863
3888.1736722564083
847.2038929142643
659.5397404101125
1018.5916091568313
2005.5389533562384
3302.1177677996243
2410.9531772156124
495.0835023756432
2738.9941863201207
1505.3478237847894
1322.4255662313233
1849.820668320036
2455.8092318874797
3351.9664468827277
1159.0794880014616
1394.8871750038525
1324.2577153959453
